incident_number,incident_summary,true_location,llama3_8b_pred,mistral_7b_pred,mixtral_8x7b_pred,flan_t5_xl_pred,gpt4o_mini_pred,gemini_flash_pred
311081401,"CPI-Maoist cadres damaged roads and railway tracks in Bastar region of Chhattisgarh disrupting movement of people and goods during a bandh called by them in the region in protest against Prime Minister Narendra Modi Government’s “Brahminic and fascist” policies. “The Maoists tried to destroy public property in many places in Bastar today. They damaged railway tracks in four places in Dantewada and Jagdalpur. They also stole some telephone sets from the Kakalur Railway Station,” IGP Bastar, SRP Kalluri said.","state: Chhattisgarh, district: Bastar","district: Dantewada, village: Kakalur, other_locations: Jagdalpur","state: Chhattisgarh, district: Bastar, other_locations: Dantewada","state: Chhattisgarh, district: Dantewada","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Dantewada, other_locations: Jagdalpur",
1411081401,"A woman CPI-Maoist cadre, identified as Binaprava Meksima Kullus (32), surrendered before the Rourkela Police in Sundargarh District of Odisha. Addressing a Press meet, Rourkela ASP Santosh Kumar Mohanty and Mahila Police Station IIC Prativa Majhi informed that Kullus, a resident of Dahichor under Gurundia block of the District, had fallen in love with one Suria about four months ago. Suria had promised her to marry and she had eloped with him, but she had no idea that Suria is a Maoist cadre. Suria engaged her in Maoist activities. After she became sick, she fled from the Maoist organisation and surrendered before the Police.","state: Odisha, district: Sundargarh","district: Sundargarh, village: Dahichor, other_locations: Gurundia block","state: Odisha, district: Sundargarh, village: Dahichor, other_locations: Gurundia block.","state: Odisha, district: Sundargarh, village: Dahichor, other_locations: Gurundia block","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Sundargarh, village: Dahichor, other_locations: Gurundia",
111081401,"47 CPI-Maoist sympathisers have surrendered before Andhra Pradesh Police at Rampachodavaram in East Godavari District of Andhra Pradesh. All of them fall in the age bracket of 30-50 years, said ASP, Vijaya Rama Rao. The Officer added that all Maoist sympathisers were active in the District between 2005 and 2008.","state: Andhra Pradesh, district: East Godavari, village: Rampachodavaram","district: East Godavari, village: Rampachodavaram, other_locations: East Godavari District. Explanation: The incident mentions the following locations: - Andhra Pradesh (state) - East Godavari District (district) -","state: Andhra Pradesh, district: East Godavari, village: Rampachodavaram, other_locations: ''","state: Andhra Pradesh, district: East Godavari, village: Rampachodavaram","state: name>, district: name>, village: name>, other_locations: name>","state: Andhra Pradesh, district: East Godavari, village: Rampachodavaram",
311091401,"A CRPF trooper was injured in a gun-battle with Maoists in Bijapur District of Chhattisgarh.  ""The face-off took place in restive Kudmel hills under Mirtur Police Station limits when a joint squad of paramilitary personnel and District Force was carrying out combing operation in the region,"" Bijapur ASP Indira Kalyan Elesela said.","state: Chhattisgarh, district: Bijapur, other_locations: Kudmel hills under Mirtur","district: Bijapur, village: Kudmel hills, other_locations: restive region. (Note: Bijapur is a district in Chhattisgarh","state: Chhattisgarh, district: Bijapur, village: Not mentioned, other_locations: Kudmel hills","state: Chhattisgarh, district: Bijapur, village: <not mentioned>, other_locations: Kudmel hills","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur, other_locations: Kudmel hills",
311101401,"Three CPI-Maoist cadres, identified as Dewa Kunjam (25), Barse Manjhi (30) and Kuma Kunjam (25), involved in the attack on the house of Congress leader Awdhesh Gautam in 2010, have been arrested by a joint squad of CRPF and District Force under Kuwakonda Police Station limits in Dantewada District of Chhattisgarh.","state: Chhattisgarh, district: Dantewada, other_locations: Kuwakonda","district: Dantewara, village: Kuwakonda, other_locations: CRPF","state: Chhattisgarh, district: Dantewada, village: Kuwakonda, other_locations: ''","state: Chhattisgarh, district: Dantewada, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Dantewada, other_locations: Kuwakonda Police Station",
311101402,"A woman Maoist ‘deputy commander’ belonging to Basur ‘area committee’, identified as Jyoti, was arrested by the Police at Marandum village in Bastar District of Chhattisgarh. The Chhattisgarh Police had announced a cash reward of INR 300,000 on her head.","state: Chhattisgarh, district: Bastar, village: Marandum","district: Bastar, village: Marandum, other_locations: Basur","state: Chhattisgarh, district: Bastar, village: Marandum, other_locations: Basur 'area committee'","state: Chhattisgarh, district: Bastar, village: Marandum, other_locations: Basur","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bastar, village: Marandum, other_locations: Basur",
811101402,"‘Sub-zonal commander’ of the CPI-Maoist, Kauleshwari zone, Chetlal Yadav alias Hansraj, was shot dead at Daihar in Chouparan town in Hazaribagh District of Jharkhand. His body was recovered the next day and sent for post-mortem. Police said Chetlal, who had three bullet marks on his body, might have been killed by his rivals.","state: Jharkhand, district: Hazaribagh, village: Daihar, other_locations: Chouparan","village: Daihar, other_locations: Chouparan","state: Jharkhand, district: Hazaribagh, village: (not mentioned), other_locations: Chouparan town","state: Jharkhand, district: Hazaribagh, village: Daihar, other_locations: Chouparan town","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Hazaribagh, village: Daihar, other_locations: Chouparan",
811101403,"A Maoist cadre, identified as Lobin Murmu, was arrested in an inebriated state from Devdand in Godda District of Jharkhand. During interrogations, he revealed that he was involved in the murder of former Pakur SP Amarjit Singh Balihar and five other Policemen on July 2, 2013.","state: Jharkhand, district: Godda, village: Devdand","district: Godda, village: Devdand, other_locations: Pakur","state: Jharkhand, district: Godda, village: (not mentioned), other_locations: Devdand.","state: Jharkhand, district: Godda, village: Devdand","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Godda, village: Devdand",
811101401,"SFs seized 400 kg of local explosives and over 1,700 detonators during an anti- CPI-Maoist operation in Bokakhar-Ranidah area of Latehar District of Jharkhand. The operation was carried out by CoBRA troops of CRPF along with Jharkhand ‘Jaguars’ Police unit. The seized items include 1,745 detonators, three gas cylinder based IEDs of 50 kg each, a 5kg cane bomb, 400 kg of urea mixed with petrol, 10 kg of gun powder, nitro sulphide weighing approximately 1 kg, two large cutter machines, two drill machines, 400 syringes, tool boxes, electronic gadgets and 200 pressure cookers used to prepare IEDs.","state: Jharkhand, district: Latehar, other_locations: Bokakhar-Ranidah area","district: Latehar, village: Bokakhar-Ranidah, other_locations: None. Note: The answer is in the exact format as requested. The district and village are mentioned in the incident","state: Jharkhand, district: Latehar, village: Not mentioned, other_locations: Bokakhar-Ranidah","state: Jharkhand, district: Latehar, village: Bokakhar-Ranidah","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Latehar, village: Bokakhar-Ranidah",
1011101401,"A gang of nine suspected CPI-Maoist vandalized the corporate office of NGIL at the upmarket Panampilly Nagar in Kochi city in Ernakulum District of Kerala. In the attack, the suspected Maoists broke the glass panels of the building, desktop computers and a vehicle parked in the compound. The company estimated a loss of INR 4 million. Pro-Maoist pamphlets were found at the scene after the gang had left the scene. Witnesses said the gang raised pro-Maoist slogans. A letter-written in Malayalam-said there was a need for taking action against the ""polluting"" company. Pamphlets were distributed among the staff and a crowd that had gathered in front of the office.","state: Kerala, district: Ernakulum, other_locations: Kochi, Panampilly Nagar in Kochi city","district: Ernakulum, other_locations: Panampilly Nagar","state: Kerala, district: Ernakulum, village: (Not mentioned), other_locations: Panampilly Nagar","state: Kerala, district: Ernakulum","state: name>, district: name>, village: name>, other_locations: name>","state: Kerala, district: Ernakulum, village: Kochi, other_locations: Panampilly Nagar",
311111401,"Six CPI-Maoist cadres including a ‘Jan Militia Commander’ carrying a reward of INR 100,000 on his head surrendered in different Police Stations in Kondagaon District of Chhattisgarh. Agnu alias Sagnu (30) Kiskodo ‘Jan Militia Commander’ belonging to Kolenga village under Badedongar Police Station limits surrendered before Badedongar SHO in the District. This apart, Keshkal Sangham member Pankaram (47) of Kupagondi village under Honhed Police Station limits, Keshkal Dalam member Sukhdev Marai (40) of Irragaon, Sukhram alias Sukku (25) of Kanagaon, Lakaruram (28) of Vyaparipara, and Ramo surrendered before Kondagaon SP Abhishek Meena at Irragaon Police Station in the District.","state: Chhattisgarh, district: Kondagaon","district: Kondagaon, village: Kolenga, other_locations: Irragaon","state: Chhattisgarh, district: Kondagaon, village: Badedongar, other_locations: Kupagondi","state: Chhattisgarh, district: Kondagaon, village: Kolenga","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kondagaon, village: Kolenga, other_locations: Badedongar; Kupagondi; Honhed; Irragaon; Kanagaon; Vyaparipara",
1211111401,"A former CPI-Maoist 'commander', identified as Gopi Niriasai Darbari Madavi, carrying a cash reward of INR 1.2 million on his head, surrendered before Police in Gadchiroli District of Maharashtra. Madavi belonged to Korchi dalam in Gadchiroli District and was involved in as many as 18 encounters in and around the District.","state: Maharashtra, district: Gadchiroli","district: Gadchiroli, village: Korchi dalam, other_locations: Maharashtra","state: Maharashtra, district: Gadchiroli, village: Not mentioned, other_locations: Not mentioned.","state: Maharashtra, district: Gadchiroli, village: <not mentioned>, other_locations: Korchi dalam","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli, other_locations: Korchi dalam",
